X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2333406,44.98468643,0013XX 8TH ST SE,MP2020179966        ,2,2020/07/09 00:00:00+00,807,2020/06/28 00:00:00+00,2020/07/09 08:07:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,16885,-93.23334845,44.98468845,-10378688,5619111,MARCY-HOLMES,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8980
-93.26055057,44.95911961,0009XX 24TH ST E,MP2020179969        ,3,2020/07/09 00:00:00+00,1027,2020/07/08 00:00:00+00,2020/07/09 10:27:00+00,1800,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,16434,-93.26055709,44.95912104,-10381717,5615088,Ventura Village,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8981
-93.28423914,44.95374169,,MP2020180036        ,5,2020/07/09 00:00:00+00,1,2020/07/08 00:00:00+00,2020/07/09 00:01:00+00,2229,ROBPAG  ,ROBBERY PER AGG               ,4,2020/07/09 00:00:00+00,,-93.28424,44.95374,-10384354,5614242,Whittier,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8982
-93.27792398,44.94749225,0030XX NICOLLET AVE ,MP2020180125        ,5,2020/07/09 00:00:00+00,35,2020/07/09 00:00:00+00,2020/07/09 00:35:00+00,5,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,17535,-93.2779272,44.9474943,-10383651,5613259,Lyndale,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8983
-93.27408818,44.94496176,,MP2020180153        ,3,2020/07/09 00:00:00+00,348,2020/07/09 00:00:00+00,2020/07/09 03:48:00+00,150,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/09 00:00:00+00,,-93.2741,44.94497,-10383224,5612861,Central,2020/07/10 00:00:00+00,2020/07/15 07:00:21+00,8984
-93.27792398,44.94579468,0031XX NICOLLET AVE ,MP2020180208        ,5,2020/07/09 00:00:00+00,335,2020/07/09 00:00:00+00,2020/07/09 03:35:00+00,211,ASLT4   ,ASLT4-LESS THAN SUBST HARM    ,5,2020/07/09 00:00:00+00,11371,-93.27793241,44.94579493,-10383651,5612992,Lyndale,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8985
-93.27809466,44.90273451,0054XX NICOLLET AVE ,MP2020180226        ,5,2020/07/09 00:00:00+00,305,2020/07/09 00:00:00+00,2020/07/09 03:05:00+00,252,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/07/09 00:00:00+00,16026,-93.27809735,44.9027372,-10383670,5606222,Windom,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8986
-93.23640385,44.98656075,0008XX 11TH AVE SE,MP2020180266        ,2,2020/07/09 00:00:00+00,759,2020/07/09 00:00:00+00,2020/07/09 07:59:00+00,530,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/07/09 00:00:00+00,17644,-93.23641181,44.98656667,-10379029,5619406,MARCY-HOLMES,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8987
-93.24676143,44.94836963,0018XX LAKE ST E,MP2020180271        ,3,2020/07/09 00:00:00+00,804,2020/07/09 00:00:00+00,2020/07/09 08:04:00+00,610,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,21926,-93.24676939,44.9483707,-10380182,5613397,Corcoran,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8988
-93.24062593,44.94564844,0031XX 22ND AVE S,MP2020180285        ,3,2020/07/09 00:00:00+00,817,2020/07/09 00:00:00+00,2020/07/09 08:17:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,19708,-93.24062754,44.94565103,-10379499,5612969,Corcoran,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8989
-93.26510502,44.96179567,0020XX PARK AVE ,MP2020180289        ,3,2020/07/09 00:00:00+00,814,2020/07/09 00:00:00+00,2020/07/09 08:14:00+00,530,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,17442,-93.26511036,44.96180011,-10382224,5615509,Ventura Village,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8990
-93.24249443,44.96716648,0006XX 21ST AVE S,MP2020180295        ,1,2020/07/09 00:00:00+00,903,2020/07/08 00:00:00+00,2020/07/09 09:03:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,20042,-93.24249456,44.96717077,-10379707,5616354,CEDAR RSIDE/WEST BANK,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8991
-93.2113678,44.9475749,0030XX 43RD AVE S,MP2020180299        ,3,2020/07/09 00:00:00+00,913,2020/07/09 00:00:00+00,2020/07/09 09:13:00+00,0,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,13703,-93.21137439,44.94757875,-10376242,5613272,Cooper,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8992
-93.26267059,44.94835056,,MP2020180300        ,3,2020/07/09 00:00:00+00,845,2020/07/09 00:00:00+00,2020/07/09 08:45:00+00,700,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/09 00:00:00+00,,-93.26268,44.94836,-10381953,5613394,Midtown Phillips,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,8993
-93.2812208,44.98261507,0004XX 7TH ST N,MP2020180313        ,1,2020/07/09 00:00:00+00,925,2020/07/08 00:00:00+00,2020/07/09 09:25:00+00,1730,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,19901,-93.2812209,44.98262056,-10384018,5618785,North Loop,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8994
-93.23308008,44.95556617,,MP2020180326        ,3,2020/07/09 00:00:00+00,1054,2020/07/08 00:00:00+00,2020/07/09 10:54:00+00,2000,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/09 00:00:00+00,,-93.23309,44.95557,-10378659,5614529,Seward,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8995
-93.26312873,45.01407132,0025XX UNIVERSITY AVE NE,MP2020180340        ,2,2020/07/09 00:00:00+00,947,2020/06/09 00:00:00+00,2020/07/09 09:47:00+00,1800,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,14498,-93.26313618,45.01407296,-10382004,5623737,Holland,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8996
-93.26249093,44.93414554,,MP2020180343        ,3,2020/07/09 00:00:00+00,1121,2020/07/08 00:00:00+00,2020/07/09 11:21:00+00,2330,ASLT1   ,ASLT-GREAT BODILY HM          ,5,2020/07/09 00:00:00+00,,-93.26249,44.93415,-10381933,5611160,Powderhorn Park,2020/07/10 00:00:00+00,2020/07/15 07:00:21+00,8997
-93.31726121,45.02500582,0038XX WASHBURN AVE N,MP2020180350        ,4,2020/07/09 00:00:00+00,1035,2020/07/09 00:00:00+00,2020/07/09 10:35:00+00,0,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,10548,-93.31726965,45.02500846,-10388030,5625459,Victory,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,8998
-93.26123328,44.9350422,0037XX ELLIOT AVE ,MP2020180365        ,3,2020/07/09 00:00:00+00,1231,2020/07/09 00:00:00+00,2020/07/09 12:31:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,12095,-93.26124076,44.93504823,-10381793,5611301,Powderhorn Park,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,8999
-93.24094933,45.01770369,0027XX PIERCE ST NE,MP2020180372        ,2,2020/07/09 00:00:00+00,1116,2020/07/08 00:00:00+00,2020/07/09 11:16:00+00,2230,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,10803,-93.24095626,45.01770634,-10379535,5624309,Audubon Park,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9000
-93.24733635,45.01586213,0026XX CENTRAL AVE NE,MP2020180377        ,2,2020/07/09 00:00:00+00,1145,2020/07/09 00:00:00+00,2020/07/09 11:45:00+00,723,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,21554,-93.24734023,45.01586846,-10380246,5624019,Holland,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9001
-93.30955366,45.02136757,0036XX QUEEN AVE N,MP2020180401        ,4,2020/07/09 00:00:00+00,1206,2020/07/09 00:00:00+00,2020/07/09 12:06:00+00,1118,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,10359,-93.30955561,45.02137059,-10387172,5624886,Cleveland,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9002
-93.25755918,44.94609986,0031XX 12TH AVE S,MP2020180402        ,3,2020/07/09 00:00:00+00,1709,2020/07/08 00:00:00+00,2020/07/09 17:09:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,11957,-93.25756026,44.94610304,-10381384,5613040,Powderhorn Park,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9003
-93.28797613,44.99858039,0007XX BROADWAY AVE W,MP2020180407        ,4,2020/07/09 00:00:00+00,1144,2020/05/01 00:00:00+00,2020/07/09 11:44:00+00,1400,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,21635,-93.28798182,44.99858571,-10384770,5621298,Near - North,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9004
-93.20516943,44.93509943,0037XX 48TH AVE S,MP2020180458        ,3,2020/07/09 00:00:00+00,1321,2020/07/07 00:00:00+00,2020/07/09 13:21:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,18425,-93.20516943,44.93510124,-10375552,5611310,Howe,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9005
-93.26627283,44.93144911,0039XX OAKLAND AVE ,MP2020180465        ,3,2020/07/09 00:00:00+00,1249,2020/07/08 00:00:00+00,2020/07/09 12:49:00+00,1200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,11678,-93.26628056,44.93145329,-10382354,5610736,Bryant,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9006
-93.29641131,45.03544308,0013XX 44TH AVE N,MP2020180481        ,4,2020/07/09 00:00:00+00,1246,2020/07/08 00:00:00+00,2020/07/09 12:46:00+00,1246,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,10473,-93.29641731,45.03544603,-10385709,5627103,WEBBER-CAMDEN,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9007
-93.29564774,44.95866829,0024XX FREMONT AVE S,MP2020180533        ,5,2020/07/09 00:00:00+00,1458,2020/07/09 00:00:00+00,2020/07/09 14:58:00+00,1200,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/07/09 00:00:00+00,17604,-93.29565162,44.95867329,-10385624,5615017,East Isles,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9008
-93.26260771,44.95463169,0026XX CHICAGO AVE ,MP2020180537        ,3,2020/07/09 00:00:00+00,1650,2020/07/09 00:00:00+00,2020/07/09 16:50:00+00,30,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,18938,-93.26260819,44.95463629,-10381946,5614382,Midtown Phillips,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9009
-93.28496677,45.01758938,0034XX 4TH ST N,MP2020180542        ,4,2020/07/09 00:00:00+00,1618,2020/07/09 00:00:00+00,2020/07/09 16:18:00+00,230,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,10406,-93.28497304,45.01759289,-10384435,5624291,McKinley,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9010
-93.29367145,44.94891004,0011XX LAGOON AVE ,MP2020180543        ,5,2020/07/09 00:00:00+00,1508,2020/07/09 00:00:00+00,2020/07/09 15:08:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,19777,-93.29367343,44.94891146,-10385404,5613482,Lowry Hill East,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9011
-93.27792398,44.92415414,0043XX NICOLLET AVE ,MP2020180568        ,5,2020/07/09 00:00:00+00,1728,2020/07/08 00:00:00+00,2020/07/09 17:28:00+00,2350,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/07/10 00:00:00+00,21359,-93.2779314,44.92415856,-10383651,5609589,King Field,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9012
-93.26105362,44.96454152,0018XX ELLIOT AVE ,MP2020180578        ,3,2020/07/09 00:00:00+00,1632,2020/07/08 00:00:00+00,2020/07/09 16:32:00+00,2055,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,20168,-93.26105566,44.96454204,-10381773,5615941,Ventura Village,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9013
-93.26375755,44.92783672,0041XX COLUMBUS AVE ,MP2020180608        ,3,2020/07/09 00:00:00+00,1739,2020/07/07 00:00:00+00,2020/07/09 17:39:00+00,900,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/10 00:00:00+00,12360,-93.26376354,44.92784146,-10382074,5610168,Bryant,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9014
-93.24732736,44.93049516,,MP2020180617        ,3,2020/07/09 00:00:00+00,1822,2020/07/06 00:00:00+00,2020/07/09 18:22:00+00,900,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/10 00:00:00+00,,-93.24733,44.9305,-10380245,5610586,Standish,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9015
-93.26129617,44.95822333,0024XX ELLIOT AVE ,MP2020180625        ,3,2020/07/09 00:00:00+00,1756,2020/07/09 00:00:00+00,2020/07/09 17:56:00+00,1551,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,16426,-93.2612999,44.95822357,-10381800,5614947,Midtown Phillips,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9016
-93.28803003,44.95643072,0025XX LYNDALE AVE S,MP2020180653        ,5,2020/07/09 00:00:00+00,2124,2020/07/07 00:00:00+00,2020/07/09 21:24:00+00,2300,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,7,2020/07/10 00:00:00+00,16748,-93.28803756,44.95643679,-10384776,5614665,Whittier,2020/07/10 00:00:00+00,2020/07/15 07:00:21+00,9017
-93.29564774,45.02489153,0038XX FREMONT AVE N,MP2020180667        ,4,2020/07/09 00:00:00+00,2146,2020/07/09 00:00:00+00,2020/07/09 21:46:00+00,1659,ROBPAG  ,ROBBERY PER AGG               ,4,2020/07/09 00:00:00+00,10008,-93.29565034,45.02489278,-10385624,5625441,WEBBER-CAMDEN,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9018
-93.28801206,44.96001588,0022XX LYNDALE AVE S,MP2020180673        ,5,2020/07/09 00:00:00+00,1829,2020/07/09 00:00:00+00,2020/07/09 18:29:00+00,1710,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/10 00:00:00+00,16534,-93.28801715,44.96002038,-10384774,5615229,Lowry Hill East,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9019
-93.24169493,44.96784653,0021XX RIVERSIDE AVE ,MP2020180680        ,1,2020/07/09 00:00:00+00,1805,2020/07/09 00:00:00+00,2020/07/09 18:05:00+00,1715,MVTHFT  ,OTHER VEHICLE THEFT           ,8,2020/07/09 00:00:00+00,20046,-93.24169551,44.96784947,-10379618,5616461,CEDAR RSIDE/WEST BANK,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9020
-93.25753223,45.00089254,,MP2020180685        ,2,2020/07/09 00:00:00+00,1852,2020/07/09 00:00:00+00,2020/07/09 18:52:00+00,1726,CSCR    ,CSC - RAPE                    ,3,2020/07/10 00:00:00+00,,-93.25754,45.00089,-10381381,5621662,Logan Park,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9021
-93.29180295,45.01403322,0032XX COLFAX AVE N,MP2020180701        ,4,2020/07/09 00:00:00+00,1843,2020/07/09 00:00:00+00,2020/07/09 18:43:00+00,1754,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/09 00:00:00+00,14876,-93.29180315,45.01403406,-10385196,5623731,McKinley,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9022
-93.30146883,44.94836327,0015XX LAKE ST W,MP2020180707        ,5,2020/07/09 00:00:00+00,1947,2020/07/03 00:00:00+00,2020/07/09 19:47:00+00,100,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,21951,-93.30147281,44.94836605,-10386272,5613396,East Isles,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9023
-93.25258251,44.99019486,00002X 6TH ST NE,MP2020180724        ,2,2020/07/09 00:00:00+00,1918,2020/07/08 00:00:00+00,2020/07/09 19:18:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/10 00:00:00+00,16795,-93.25258432,44.99019664,-10380830,5619978,NICOLLET IS/EAST BANK,2020/07/10 00:00:00+00,2020/07/15 07:00:21+00,9024
-93.28798511,45.00479251,,MP2020180744        ,4,2020/07/09 00:00:00+00,1925,2020/07/09 00:00:00+00,2020/07/09 19:25:00+00,1854,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/09 00:00:00+00,,-93.28799,45.0048,-10384771,5622276,Hawthorne,2020/07/10 00:00:00+00,2020/07/15 07:00:22+00,9025
-93.30826009,45.01955788,0035XX PENN AVE N,MP2020180748        ,4,2020/07/09 00:00:00+00,2022,2020/07/08 00:00:00+00,2020/07/09 20:22:00+00,800,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,10354,-93.30826503,45.01956023,-10387028,5624601,Folwell,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9026
-93.24932162,44.94836327,0017XX LAKE ST E,MP2020180749        ,3,2020/07/09 00:00:00+00,2020,2020/07/09 00:00:00+00,2020/07/09 20:20:00+00,1850,ROBPAG  ,ROBBERY PER AGG               ,4,2020/07/09 00:00:00+00,21923,-93.24932366,44.94836921,-10380467,5613396,Powderhorn Park,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9027
-93.21922806,44.96458601,,MP2020180798        ,2,2020/07/09 00:00:00+00,2050,2020/07/09 00:00:00+00,2020/07/09 20:50:00+00,2000,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,7,2020/07/10 00:00:00+00,,-93.21923,44.96459,-10377117,5615948,PROSPECT PK/E RIVER RD,2020/07/10 00:00:00+00,2020/07/15 07:00:21+00,9028
-93.25513372,44.97634971,0009XX WASHINGTON AVE S,MP2020182589        ,1,2020/07/09 00:00:00+00,1514,2020/07/08 00:00:00+00,2020/07/09 15:14:00+00,2130,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/09 00:00:00+00,25093,-93.2551409,44.97635125,-10381114,5617799,Downtown East,2020/07/09 00:00:00+00,2020/07/15 07:00:21+00,9029
-93.27273172,44.9287144,,MP2020703793        ,3,2020/07/08 00:00:00+00,1055,2020/07/08 00:00:00+00,2020/07/08 10:55:00+00,545,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,,-93.27274,44.92872,-10383073,5610306,Bryant,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9030
-93.29506384,44.95194894,0012XX 28TH ST W,MP2020703794        ,5,2020/07/08 00:00:00+00,1058,2020/06/21 00:00:00+00,2020/07/08 10:58:00+00,1045,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,17315,-93.29506795,44.95195011,-10385559,5613960,Lowry Hill East,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9031
-93.2630928,45.00580874,0017XX UNIVERSITY AVE NE,MP2020703795        ,2,2020/07/08 00:00:00+00,1102,2020/06/29 00:00:00+00,2020/07/08 11:02:00+00,912,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,21188,-93.2630984,45.00581259,-10382000,5622436,Holland,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9032
-93.23342144,44.94124849,0033XX HIAWATHA AVE ,MP2020703797        ,3,2020/07/08 00:00:00+00,1130,2019/10/17 00:00:00+00,2020/07/08 11:30:00+00,1300,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/09 00:00:00+00,21434,-93.23342844,44.94124892,-10378697,5612277,Longfellow,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9033
-93.25747833,44.9242241,0043XX 12TH AVE S,MP2020703798        ,3,2020/07/08 00:00:00+00,1131,2020/07/07 00:00:00+00,2020/07/08 11:31:00+00,1730,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,20717,-93.25747956,44.92422449,-10381375,5609600,Northrop,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9034
-93.25119012,44.99139559,0007XX CENTRAL AVE NE,MP2020703802        ,2,2020/07/08 00:00:00+00,1251,2020/06/26 00:00:00+00,2020/07/08 12:51:00+00,1800,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,21082,-93.25119596,44.99139695,-10380675,5620167,NICOLLET IS/EAST BANK,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9035
-93.28835342,44.89150303,0061XX LYNDALE AVE S,MP2020703804        ,5,2020/07/08 00:00:00+00,1322,2020/06/29 00:00:00+00,2020/07/08 13:22:00+00,1300,THFTSW  ,THEFT BY SWINDLE              ,7,2020/07/09 00:00:00+00,21024,-93.28835632,44.89150468,-10384812,5604457,Windom,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9036
-93.30213358,44.94472651,,MP2020703807        ,5,2020/07/08 00:00:00+00,1512,2020/07/05 00:00:00+00,2020/07/08 15:12:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/09 00:00:00+00,,-93.30214,44.94473,-10386346,5612824,ECCO,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9037
-93.26203279,44.94835691,0008XX LAKE ST E,MP2020703808        ,3,2020/07/08 00:00:00+00,1531,2020/03/24 00:00:00+00,2020/07/08 15:31:00+00,1520,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Powderhorn Park,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9038
-93.25372337,44.94213868,0033XX 15TH AVE S,MP2020703810        ,3,2020/07/08 00:00:00+00,1550,2020/07/07 00:00:00+00,2020/07/08 15:50:00+00,730,BIKETF  ,BIKE THEFT                    ,7,2020/07/09 00:00:00+00,11600,-93.25372778,44.94213943,-10380957,5612417,Powderhorn Park,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9039
-93.3250496,44.94599177,0031XX CHOWEN AVE S,MP2020703811        ,5,2020/07/08 00:00:00+00,1554,2020/07/07 00:00:00+00,2020/07/08 15:54:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,23138,-93.32505679,44.94599365,-10388897,5613023,West Calhoun,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9040
-93.25560983,44.98733588,,MP2020703813        ,2,2020/07/08 00:00:00+00,1558,2020/07/04 00:00:00+00,2020/07/08 15:58:00+00,1345,BIKETF  ,BIKE THEFT                    ,7,2020/07/09 00:00:00+00,,-93.25562,44.98734,-10381167,5619528,NICOLLET IS/EAST BANK,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9041
-93.27187832,44.98006072,0004XX HENNEPIN AVE ,MP2020703814        ,1,2020/07/08 00:00:00+00,1642,2019/11/01 00:00:00+00,2020/07/08 16:42:00+00,1625,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,16700,-93.27188308,44.9800647,-10382978,5618383,Downtown West,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9042
-93.20498976,44.91978434,0046XX 46TH ST E,MP2020703815        ,3,2020/07/07 00:00:00+00,2306,2020/07/02 00:00:00+00,2020/07/07 23:06:00+00,1845,BIKETF  ,BIKE THEFT                    ,7,2020/07/09 00:00:00+00,22310,-93.20499233,44.91978766,-10375532,5608902,Hiawatha,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9043
-93.20332788,44.90537502,,MP2020703816        ,3,2020/07/08 00:00:00+00,1655,2020/07/05 00:00:00+00,2020/07/08 16:55:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,,-93.20334,44.90538,-10375347,5606637,Minnehaha,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9044
-93.31882428,44.92959843,0040XX XERXES AVE S,MP2020703818        ,5,2020/07/08 00:00:00+00,1919,2020/06/28 00:00:00+00,2020/07/08 19:19:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,12036,-93.3188304,44.92960234,-10388204,5610445,Linden Hills,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9045
-93.28564051,44.93498496,0037XX HARRIET AVE ,MP2020703819        ,5,2020/07/08 00:00:00+00,2210,2020/05/04 00:00:00+00,2020/07/08 22:10:00+00,1000,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/09 00:00:00+00,10979,-93.28564935,44.93498641,-10384510,5611292,King Field,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9046
-93.28231674,44.90737918,0001XX WEST MINNEHAHA PKWY ,MP2020703820        ,5,2020/07/06 00:00:00+00,1421,2020/07/05 00:00:00+00,2020/07/06 14:21:00+00,30,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/09 00:00:00+00,22335,-93.28231733,44.90738013,-10384140,5606952,Tangletown,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9047
-93.24258426,44.98190978,0009XX UNIVERSITY AVE SE,MP2020703822        ,2,2020/07/08 00:00:00+00,1317,2020/07/06 00:00:00+00,2020/07/08 13:17:00+00,200,THEFT   ,OTHER THEFT                   ,7,2020/07/09 00:00:00+00,17722,-93.24258836,44.98191193,-10379717,5618674,MARCY-HOLMES,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9048
-93.23075345,45.00776494,,MP2020703823        ,2,2020/07/09 00:00:00+00,922,2020/07/08 00:00:00+00,2020/07/09 09:22:00+00,200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/09 00:00:00+00,,-93.23076,45.00777,-10378400,5622744,Windom Park,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9049
-93.2855956,44.96345463,0006XX RIDGEWOOD AVE ,MP2020703825        ,5,2020/07/09 00:00:00+00,948,2020/06/22 00:00:00+00,2020/07/09 09:48:00+00,935,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/07/09 00:00:00+00,21645,-93.28560058,44.96345478,-10384505,5615770,STEVEN SQ/LORING HGTS,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9050
-93.26928219,45.00033357,0001XX 13TH AVE NE,MP2020703826        ,2,2020/07/09 00:00:00+00,1001,2020/06/19 00:00:00+00,2020/07/09 10:01:00+00,2000,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/09 00:00:00+00,14375,-93.26929028,45.00033644,-10382689,5621574,Sheridan,2020/07/09 00:00:00+00,2020/07/15 07:00:22+00,9051
